name,CONML,gvkey_n,sdc_cusip
CNET Networks Inc,CNET Networks Inc,63194,12613R
CNO Financial Group Inc,CNO Financial Group Inc,12603,12621E
CSW Industrials Inc,CSW Industrials Inc,24601,126402
CSX Corp,CSX Corp,2574,126408
CST Brands Inc,CST Brands Inc,17699,12646R
CTS Corp,CTS Corp,2577,126501
CSRA Inc,CSRA Inc,26304,12650T
CU Bancorp,CU Bancorp/CA,164059,126534
CNX Resources Corp,CNX Resources Corp,120093,12653C
CVS Health Corp,CVS Health Corp,7241,126650
Ca Inc,CA Inc,3310,12673P
C&J Energy Services Inc,C&J Energy Services Inc,186336,12674R
Cable One Inc,Cable One Inc,23225,12685J
Cabot Corp,Cabot Corp,2593,127055
Cabot Oil & Gas Corp,Cabot Oil & Gas Corp,20548,127097
CACI International Inc,CACI International Inc,2596,127190
Cadence Design Systems Inc,Cadence Design Systems Inc,13421,127387
Cadmus Communications Corp,Cadmus Communications Corp,2602,127587
Caesars Entertainment Corp,Caesars Entertainment Inc -OLD,116857,127686
Caesars Entertainment Inc,Caesars Entertainment Inc -OLD,116857,127687
Eldorado Resorts Inc,Eldorado Resorts LLC,128218,12769G
Cal Dive International Inc,Cal Dive International Inc,176238,127914
Cal-Bay International Inc,Cal-Bay International Inc,136727,12802P
Cal Dive International Inc,Cal Dive International Inc,176238,12802T
Caladrius Biosciences Inc,Caladrius Biosciences Inc,4632,128058
CalAmp Corp,CalAmp Corp,2615,128126
CCS Medical,CCS Medical,165252,12940E
Calico Commerce Inc,Calico Commerce Inc,124316,129897
Calix Corp,Calix Inc,183903,13087V
Calix Inc,Calix Inc,183903,13100M
Callaway Golf Co,Callaway Golf Co,24978,131193
Callon Petroleum Co,Callon Petroleum Co/DE,15060,13123X
Calpine Corp,Calpine Corp,63605,131347
Cambrex Corp,Cambrex Corp,13839,132011
Cambium Learning Group Inc,Cambium Learning Group Inc,176939,13201B
Cambridge Bancorp,Cambridge Bancorp,110979,132152
Camden Property Trust,Camden Property Trust,28629,133131
Camelot Entertainment Group,Camelot Entertainment Group Inc,143378,133223
Campbell Soup Co,Campbell Soup Co,2663,134429
Campus Crest Communities Inc,Campus Crest Communities Inc,184885,13466Y
Candescent Technologies,Candescent Technologies Corp,142464,13736H
Cancer Genetics Inc,Cancer Genetics Inc,170420,13739U
Cannapharmarx Inc,CannaPharmaRx Inc,23490,13765D
Cannabis Global Inc,Cannabis Global Inc,180267,13767G
CannLabs Inc,Cannlabs Inc,20910,13767T
Cantel Medical Corp,Cantel Medical Corp,2942,138098
Alcoa Corp,Alcoa Inc,1356,138721
Capital One Financial Corp,Capital One Financial Corp.,30990,14040H
Capital Southwest Corp,Capital Southwest Corp,20029,140501
Cision Ltd,Cision Ltd,32086,14055M
Capitol Bancorp Ltd,Capitol Bancorp Ltd,17762,14056D
CapRock Communications Corp,Caprock Communications Corp,64899,140667
CapStar Financial Holdings Inc,CapStar Financial Holdings Inc,27945,14070T
CARBO Ceramics Inc,CARBO Ceramics Inc.,62686,140781
Caraustar Industries Inc,Caraustar Industries Inc,25777,140909
Capitol Federal Financial Inc,Capitol Federal Financial Inc,119414,14116F
Carbonics Capital Corp,Carbonics Capital Corp,62191,141335
Carbonite Inc,Carbonite Inc,187434,141337
Dextera Surgical,Dextera Surgical Inc,165943,14141R
Cardinal Health Inc,Cardinal Health Inc,2751,14149Y
Cardinal Energy Group Inc,Cardinal Energy Group Inc,15646,14150H
Care.Com Inc,Care.com Inc,19352,141633
CareDx Inc,CareDx Inc,179834,14167L
CareerBuilder Inc,Careerbuilder Inc,120435,141684
CareFusion Corp,CareFusion Corp,183257,14170T
CareTrust REIT Inc,CareTrust REIT Inc,19582,14174T
CarGurus Inc,CarGurus Inc,32541,141788
Carey Watermark Investors Inc,Carey Watermark Investors Inc,23750,14207M
Carlisle Cos Inc,Carlisle Cos Inc,2771,142339
Carolina Financial Corp,Carolina Financial Corp,18392,143873
Carriage Services Inc,Carriage Services Inc,63456,143905
Carpenter Technology Corp,Carpenter Technology Corp,2787,144285
Carrizo Oil & Gas Inc,Carrizo Oil & Gas Inc,65220,144577
Carrols Restaurant Group Inc,Carrols Restaurant Group Inc,176249,14574X
Casa Systems Inc,Casa Systems Inc,29375,14709C
Casella Waste Systems Inc,Casella Waste Systems Inc,65702,147448
Cash America International Inc,Cash America International Inc.,13032,14754D
Castle Brands Inc,Castle Brands Inc,165691,148435
Castlight Health Inc,Castlight Health Inc,19773,14855E
Catalent Inc,Catalent Inc,20228,148806
Catalina Marketing Corp,Catalina Marketing Corp,25099,148867
Caterpillar Inc,Caterpillar Inc,2817,149123
CatchMark Timber Trust Inc,CatchMark Timber Trust Inc,176234,14912Y
Cavitation Technologies Inc,Cavitation Technologies Inc,177281,14967C
Cedar Fair LP,Cedar Fair LP,13710,150185
Celadon Group Inc,Celadon Group Inc,29612,150838
Celanese Corp,Celanese Corp,162254,150870
Centennial HealthCare Corp,Centennial Healthcare Corp,65020,150937
Celgene Corp,Celgene Corp,13599,151020
Cellegy Pharmaceuticals Inc,Cellegy Pharmaceuticals Inc,61166,15115L
Eiger BioPharmaceuticals Inc,Eiger BioPharmaceuticals Inc,27046,15117E
Celsion Corp,Celsion Corp,2990,15117N
Cemtrex Inc,Cemtrex Inc,114203,15130G
Centennial Communications Corp,Centennial Communications Corp,24747,15133V
Centene Corp,Centene Corp,145552,15135B
CenterPoint Energy Inc,CenterPoint Energy Inc.,5742,15189T
Centex Corp,Centex Corp.,2845,152312
Catalyst Biosciences Inc,Catalyst Biosciences Inc,25999,15409E
Century Aluminum Co,Century Aluminum Co,62516,156431
Century Casinos Inc,Century Casinos Inc,29151,156492
Century Pacific Financial Corp,Century Pacific Financial Corp -Old,13123,156644
Cephalon Inc,Cephalon Inc,23945,156708
Cerecor Inc,Cerecor Inc,26149,15671L
Ceres Global Ag Corp,Ceres Global Ag Corp,179187,156770
Cerner Corp,Cerner Corp,12850,156782
CF Finance Acquisition Corp II,CF Finance Acquisition Corp II,36870,15725Q
Chambers Street Properties,Chambers Street Properties,18005,157842
Certara LP,Certara Inc,37414,15801J
Champion Parts Inc,Champion Parts Inc,2918,158609
Change Healthcare Inc,Change Healthcare inc,34954,15912K
Chaparral Energy Inc,Chaparral Energy Inc,165556,15941R
Charah Solutions Inc,Charah Solutions Inc,33596,15957P
Chart Industries Inc,Chart Industries Inc,25964,16115Q
Charter Communications Inc,Charter Communications Inc,126136,16117M
Charter Financial Corp,Charter Financial Corp/MD,145636,16122M
Chase Corp,Chase Corp,3203,16150R
Checkpoint Systems Inc,Checkpoint Systems Inc,2953,162825
Chegg Inc,Chegg Inc,18556,163092
Chelsea Property Group Inc,Chelsea Property Group Inc.,29070,163421
Chembio Diagnostics Inc,Chembio Diagnostics Inc.,140568,163572
Chemical Financial Corp,Chemical Financial Corp,15197,163731
Chemtura Corp,Chemtura Corp,3607,163893
Cheniere Energy Inc,Cheniere Energy Inc.,29453,16411R
Cherokee International LLC,Cherokee International LLC,146194,16444V
Chesapeake Corp,Chesapeake Corp.,2982,165159
Chesapeake Energy Corp,Chesapeake Energy Corp,27786,165167
Chesapeake Lodging Trust,Chesapeake Lodging Trust,183963,165240
Chesapeake Utilities Corp,Chesapeake Utilities Corp.,2986,165303
Cheyenne Resources Inc,Cheyenne Resources Corp,178273,16670W
Chevron Corp,Chevron Corp,2991,166751
Chicago Bridge & Iron Co Nv,Chicago Bridge & Iron Co. NV,64549,167250
China Organic Agriculture Inc,China Organic Agriculture Inc,166312,16943A
ChromaDex Corp,ChromaDex Corp,177367,171077
Chuma Holdings Inc,Chuma Holdings Inc,178049,171326
Church & Dwight Co Inc,Church & Dwight Co. Inc.,3026,171340
Churchill Downs Inc,Churchill Downs Inc,3028,171484
CiDRA Corp,Cidra Corp,140899,17172M
Cimarex Energy Co,Cimarex Energy Co.,150699,171798
Cincinnati Bell Inc,Cincinnati Bell Inc,3036,171871
Ciprico Inc,Ciprico Inc,3048,172529
Circuit City Stores Inc,Circuit City Stores Inc,3054,172737
CIRCOR International Inc,CIRCOR International Inc,124775,17273K
Cisco Systems Inc,Cisco Systems Inc,20779,17275R
Cintas Corp,Cintas Corp,3062,172908
Citizens & Northern Corp,Citizens & Northern Corp,18037,172922
Citigroup Inc,Citigroup Inc,3243,172967
Citizens Communications Co,Citizens Communications Co,3078,17453B
Citizens Financial Group Inc,Citizens Financial Group Inc,21825,174610
Citizens Holding Co,Citizens Holding Co,125234,174715
Citrix Systems Inc,Citrix Systems Inc.,61676,177376
Civeo Corp,Civeo Corp,20020,17878Y
Civitas BankGroup Inc,Civitas Bankgroup Inc,127637,17882P
Clark Inc,Clark Inc.,113459,181457
Clarus Corp,Clarus Corp-Old,110962,182707
Classic Vacation Group Inc,Classic Vacation Group Inc.,113028,18273V
Clean Harbors Inc,Clean Harbors Inc,14027,184496
CleanSpark Inc,CleanSpark Inc,186904,18452B
Clearwater Paper Corp,Clearwater Paper Corp,181931,18538R
Cleveland-Cliffs Inc,Cleveland-Cliffs Inc,3107,185896
Cleveland-Cliffs Inc,Cleveland-Cliffs Inc,3107,185899
Clinical Data Inc,Clinical Data Inc,3116,18725U
Clipper Realty Inc,Clipper Realty Inc,26475,18885T
Cloudera Inc,Cloudera Inc,31004,18914U
Cluett American Corp,Cluett American Corp.,110680,18947P
Coach Industries Group Inc,Coach Industries Group Inc,107723,18975Y
Cocrystal Pharma Inc,Cocrystal Pharma Inc,19467,19188J
Codesmart Holdings Inc,CodeSmart Holdings Inc,18167,19189U
Codexis Inc,Codexis Inc,179841,192005
Coffee Holding Co Inc,Coffee Holding Co Inc,160742,192176
Cognex Corp,Cognex Corp,16188,192422
Cohen & Steers Inc,Cohen & Steers Inc,266214,19247A
Cohen & Co Inc,Cohen & Co Inc,175674,19248U
Cohu Inc,Cohu Inc,3158,192576
Hilltop Holdings Inc,Hilltop Holdings Inc,156953,19270X
Colfax Corp,Colfax Corp,179577,194014
Colgate-Palmolive Co,Colgate-Palmolive Co,3170,194162
Collectors Universe Inc,Collectors Universe Inc,125975,19421R
Collins & Aikman Corp,Collins & Aikman Corp,30644,194830
Alliqua BioMedical Inc,Alliqua BioMedical Inc,185495,196212
Colony Bankcorp Inc,Colony Bankcorp Inc,66504,19623P
Colony Capital LLC,Colony Capital Inc,183603,19623Z
Colony Capital Inc,Colony Capital Inc,183603,19626G
Columbia Banking System Inc,Columbia Banking System Inc,25376,197236
Columbia Property Trust Inc,Columbia Property Trust Inc,163963,198287
Columbus McKinnon Corp,Columbus McKinnon Corp,62221,199333
Comfort Systems USA Inc,Comfort Systems USA Inc.,64997,199908
VerifyMe Inc,VerifyMe Inc,141887,1A6087
Independent Alliance Banks Inc,Independent Alliance Banks Inc,165595,1C0166
Green Plains Inc,Green Plains Inc,181269,1C1021
First Wind Holdings LLC,First Wind Holdings Inc,180585,1C4834
Nine Energy Service Inc,Nine Energy Service Inc,31507,1C7834
Business First Bancshares Inc,Business First Bancshares Inc,27235,1C9522
Welltower Inc,Welltower Inc,5543,1E0006
Atlassian Corp Plc,Atlassian Corp Plc,26494,1E3877
RBB Bancorp,RBB Bancorp,12035,1E4250
Caleres Inc,Caleres Inc,2436,1F1272
BayCom Corp,BayCom Corp,161023,1F1672
Comcast Corp,Comcast Corp,3226,200300
Comcast Corp,Comcast Corp,3226,20030N
Comerica Inc,Comerica Inc,3231,200340
Command Center Inc,Command Center Inc -OLD,165868,200497
Command Security Corp,Command Security Corp,22797,20050L
Commerce Bancshares Inc,Commerce Bancshares Inc,3238,200525
Commercial Metals Co,Commercial Metals Co,3246,201723
Committed Capital Acquisition,Committed Capital Acquisition Corp,194856,20261V
CommScope Inc,CommScope Inc.,65142,203372
Community Bank System Inc,Community Bank System Inc.,16790,203607
Community Choice Financial Inc,Community Choice Financial Inc,187855,20360Y
Community Health Systems Inc,Community Health Systems Inc,23714,203668
Communications Systems Inc,Communications Systems Inc.,3275,203900
Commvault Systems Inc,CommVault Systems Inc,174077,204166
Compaq Computer Corp,Compaq Computer Corp,3282,204493
Computer Network Technology,Computer Network Technology Corp,12718,204925
CompUSA Inc,Compusa Inc,24779,204932
Computer Learning Centers Inc,Computer Learning Centers Inc,31880,205199
Computer Software Innovations,Computer Software Innovations Inc,141934,205395
Computer Services Inc,Computer Services Inc,116164,20539A
Compuware Corp,Compuware Corp,26011,205638
COMSovereign Holding Corp,ComSovereign Holding Corp,180665,205650
COMSYS IT Partners Inc,COMSYS IT Partners Inc,161994,20581E
Comverse Technology Inc,Comverse Technology Inc,12884,205862
Conagra Brands Inc,Conagra Brands Inc,3362,205887
COM21 Inc,Com21 Inc,110766,205937
Con-way Inc,Con-Way Inc,3416,205944
Concho Resources Inc,Concho Resources Inc,177884,20605P
Concur Technologies Inc,Concur Technologies Inc,116787,206708
CCUR Holdings Inc,CCUR Holdings Inc,7092,206710
Condor Hospitality Trust Inc,Condor Hospitality Trust Inc,31095,20676Y
Conexant Systems Inc,Conexant Systems Inc,116526,207142
ConnectOne Bancorp Inc,ConnectOne Bancorp Inc,17724,20786W
ConocoPhillips,Conocophillips,8549,20825C
CONSOL Energy Inc,CONSOL Energy Inc,32372,20854P
Consolidated Edison Inc,Consolidated Edison Inc.,3413,209115
Constellation Brands Inc,Constellation Brands Inc,2710,21036P
Construction Partners Inc,Construction Partners inc,33424,21044C
Contango Oil & Gas Co,Contango Oil & Gas Co,22053,21075N
Continental Materials Corp,Continental Materials Corp,3465,211615
Continental Resources Inc,Continental Resources Inc,3469,212015
Continental Resources Inc,Continental Resources Inc,3469,21202F
Control4 Corp,Control4 Corp,18291,21240D
Cooper-Standard Holdings Inc,Cooper-Standard Holdings Inc,163765,21676N
Cordia Corp,Cordia Corp,24147,21850P
Cordia Bancorp Inc,Cordia Bancorp Inc,162222,21856X
Core-Mark Holding Co Inc,Core Mark Holding Co Inc,162876,218681
Core Molding Technologies Inc,Core Molding Technologies Inc.,14794,218683
Corelogic Inc,CoreLogic Inc,12796,21871D
Corinthian Colleges Inc,Corinthian Colleges Inc.,118121,218868
Cornerstone OnDemand Inc,Cornerstone OnDemand Inc,185646,21925Y
Corning Inc,Corning Inc,3532,219350
Corporate Resource Services,Corporate Resource Services Inc,62541,22004Y
Cortina Systems Inc,Cortina Systems Inc,186720,22059L
CoStar Group Inc,CoStar Group Inc,112111,22160N
Costar Technologies Inc,Costar Technologies Inc,132799,22161J
Cotiviti Holdings Inc,Cotiviti Holdings Inc,27245,22164K
Coupa Software Inc,Coupa Software Inc,28084,22266L
Cousins Properties Inc,Cousins Properties Inc,3562,222795
Covista Communications Inc,Covista Communications Inc,4572,223574
Cowen Inc,Cowen Inc,183797,223622
Crestwood Midstream Partners,Crestwood Midstream Partners LP,177124,22362K
Craft Brew Alliance Inc,Craft Brew Alliance Inc,61192,224122
Crane Co,Crane Co.,3580,224399
Crawford & Co,Crawford & Co,3581,224633
Credence Systems Corp,Credence Systems Corp,29085,225302
Cree Inc,Cree Inc.,27794,225447
Cresco Labs Inc,Cresco Labs Inc,34504,22587M
Crestwood Equity Partners LP,Crestwood Equity Partners LP,162894,226344
Cross Border Resources Inc,Cross Border Resources Inc,186212,227443
Cross Country Healthcare Inc,Cross Country Healthcare Inc,144396,227483
CrossAmerica Partners LP,CrossAmerica Partners LP,15212,22758A
Crossroads Systems Inc,Crossroads Systems Inc,125276,22765D
CrowdGather Inc,CrowdGather Inc,175545,22787P
CrowdStrike Holdings Inc,CrowdStrike Holdings Inc,35182,22788C
Crown Castle International,Crown Castle International Corp,113490,228227
Crown Crafts Inc,Crown Crafts Inc,3622,228309
Crown Vantage Inc,Crown Vantage Inc,61263,228622
CryoLife Inc,CryoLife Inc.,27823,228903
Cryoport Inc,Cryoport Inc,162146,229050
CUB Energy Inc,CUB Energy Inc,171001,22944T
Cubic Corp,Cubic Corp,3639,229669
Cubic Energy Inc,Cubic Energy Inc,133166,229675
Cullen Agricultural Holding,Cullen Agricultural Holding Corp,183755,229894
Cummins Inc,Cummins Inc.,3650,231021
Cumulus Media Inc,Cumulus Media Inc,112030,231082
CURO Group Holdings Corp,CURO Group Holdings Corp,22439,23131L
Curtiss-Wright Corp,Curtiss-Wright Corp,3662,231561
DDi Corp,DDi Corp.,133945,23178K
Customers Bancorp Inc,Customers Bancorp Inc,170396,23204G
CyberCare Inc,Cybercare Inc,25757,23243T
CyberCash Inc,Cybercash Inc,62137,232462
Cvent Inc,Cvent Inc,18322,23247G
Cryo-Cell International Inc,Cryo-Cell International Inc,23790,23275H
Cypress Semiconductor Corp,Cypress Semiconductor Corp,12215,232806
CytoDyn Inc,CytoDyn Inc,164720,23283M
D&E Communications Inc,D&E Communications Inc,63679,232860
D&K Healthcare Resources Inc,D & K Healthcare Resources Inc,25694,232861
DFB Healthcare Acquisitions,DFB Healthcare Acquisitions Corp,33111,23291E
Cytyc Corp,Cytyc Corp,62336,232946
DME Interactive Holdings Inc,DME Interactive Holdings Inc,62693,233220
dMY Technology Group Inc,dMY Technology Group Inc,36139,233253
DST Systems Inc,DST Systems Inc.,3707,233326
DSP Group Inc,DSP Group Inc,29722,23332B
DTE Energy Co,DTE Energy Co,3897,233331
DSW Inc,DSW Inc-Old,163601,23334L
DLH Holdings Corp,DLH Holdings Corp,12304,23335Q
DXP Enterprises Inc,DXP Enterprises Inc,64223,233377
DXC Technology Co,DXC Technology Co,3336,23355L
Daisytek International Corp,Daisytek Intl Corp,31467,234053
Dan River Inc,Dan River Inc.,62898,235774
Dana Corp,Dana Inc,3734,235811
Dana Inc,Dana Inc,3734,235825
Danaher Corp,Danaher Corp,3735,235851
Darden Restaurants Inc,Darden Restaurants Inc.,31846,237194
DataLogic International Inc,Datalogic International Inc,113834,23804Q
Datastream Systems Inc,Datastream Systems Inc,31660,238124
DaVita Inc,DaVita Inc,61483,23918K
Day Runner Inc,Day Runner Inc,25017,23954V
Daybreak Oil & Gas Inc,Daybreak Oil & Gas Inc,122197,239559
Dean Foods Co,Dean Foods Co-Old,3821,242370
DecisionPoint Systems,DecisionPoint Systems Inc,179454,24349N
Deep Down Inc,Deep Down Inc,22010,24372A
Deere & Co,Deere & Co,3835,244199
DelSite Inc,DelSite Inc,1902,24734R
Delta Air Lines Inc,Delta Air Lines Inc,3851,247361
Delta Apparel Inc,Delta Apparel Inc,137432,247368
Delta Mills Inc,Delta Mills Inc,146197,24768Z
Deltagen Inc,Deltagen Inc,138464,24783R
Deluxe Corp,Deluxe Corp,3863,248019
Dendreon Corp,Dendreon Corp,136884,24823Q
Dentsply Sirona Inc,DENTSPLY SIRONA Inc,13700,24906P
Derma Sciences Inc,Derma Sciences Inc,30205,249827
Diversified Resources Inc,Diversified Corp Resources Inc.,12111,25120Y
Devcon International Corp,Devcon International Corp.,13311,251588
Devon Energy Corp,Devon Energy Corp,14934,25179M
Dialysis Corp of America,Dialysis Corp of America,1884,252529
Diamond Eagle Acquisition Corp,Diamond Eagle Acquisition Corp,35082,25258L
Diamond Resorts International,Diamond Resorts International Inc,185363,25272T
DiamondRock Hospitality Co,DiamondRock Hospitality Co,160706,252784
Diamondback Energy Inc,Diamondback Energy Inc,170750,25278X
DiamondPeak Holdings Corp,DiamondPeak Holdings Corp,34683,25280H
Digital Angel Corp,Digital Angel Corp,31193,25340A
Dictaphone Corp,Dictaphone Corp/DE,64723,253579
Diebold Nixdorf Inc,Diebold Nixdorf Inc,3946,253651
Digi International Inc,Digi International Inc,16710,253798
Digimarc Corp,Digimarc Corp,181290,253807
Digital Realty Trust Inc,Digital Realty Trust Inc,160991,253868
Digital River Inc,Digital River Inc,113362,25388B
Digital Music Group Inc,Digital Music Group Inc-Old,165698,25388X
DigitalNet Holdings Inc,DigitalNet Holdings Inc,152708,25389B
Diodes Inc,Diodes Inc,3969,254543
Diomed Holdings Inc,Diomed Holdings Inc.,145003,25454R
Diplomat Pharmacy Inc,Diplomat Pharmacy Inc,21047,25456K
Display Technologies Inc,Display Technologies Inc,13410,25469V
Dispatch Management Services,Dispatch Management Services Co,66418,254927
DIVA Systems Corp,Diva Systems Corp,135804,255013
Ditech Holding Corp,Ditech Holding Corp,182788,25501G
Diversicare Healthcare Service,Diversicare Healthcare Services Inc,30175,255104
Diversified Healthcare Trust,Diversified Healthcare Trust,124046,25525P
Diversified Opportunities Inc,Diversified Opportunities Inc -Old,30084,25531U
Divine Inc,Divine Inc,137572,255402
DocuCon Inc,Docucon Inc,15799,255908
DJSP Enterprises Inc,DJSP Enterprises Inc,180584,25594M
DocuSign Inc,DocuSign Inc.,33301,256163
Dolby Laboratories Inc,Dolby Laboratories Inc,162354,25659T
Dole Food Co Inc,Dole Food Co Inc,2812,256605
Dollar Tree Inc,Dollar Tree Inc,31587,256746
Dolphin Entertainment Inc,Dolphin Entertainment Inc,175299,25686H
DoMark International Inc,Domark International Inc,177549,257055
Domino's Pizza Inc,Domino's Pizza Inc,160211,25754A
Donaldson Co Inc,Donaldson Co Inc.,4036,257651
Donlar Corp,Donlar Corp,7826,257791
Donlar Corp,Donlar Corp,7826,25781Z
Donnelley Financial Solutions,Donnelley Financial Solutions Inc,27803,25787G
Double-Take Software Inc,Double-Take Software Inc,175835,258598
DoubleClick Inc,DoubleClick Inc,66507,258609
Douglas Emmett Inc,Douglas Emmett Inc,175307,25960P
DoveBid Inc,Dovebid Inc,150181,259875
Dover Corp,Dover Corp,4058,260003
Dow Inc,Dow Inc,34443,260557
Dresser Inc,Dresser Inc,260086,26135W
Dr Pepper Snapple Group Inc,Dr Pepper Snapple Group Inc,179700,26138E
Dresser-Rand Group Inc,Dresser-Rand Group Inc,163948,261608
Dril-Quip Inc,Dril-Quip Inc.,65671,262037
DropCar Inc,DropCar Inc,33047,26210U
Drugmax Inc,DrugMax Inc-OLD,31096,262240
Drypers Corp,Drypers Corp,29878,262497
Ducommun Inc,Ducommun Inc,4091,264147
Duke Energy Corp,Duke Energy Corp,4093,264399
Duke Realty Corp,Duke Realty Corp,13510,264411
Dune Energy Inc,Dune Energy Inc,266163,265338
Duquesne Light Holdings,Duquesne Light Holdings Inc,4103,266233
Dyadic International Inc,Dyadic International Inc,158055,26745T
DynaResource Inc,DynaResource Inc,63332,268073
Dynatronics Corp,Dynatronics Corp,4124,268157
Dynex Capital Inc,Dynex Capital Inc.,14403,26817Q
Dynegy Inc,Dynegy Inc.,25495,26817R
EACO Corp,EACO Corp-Old,13187,26824A
EMC Corp,EMC Corp,12053,268648
EQT Corp,EQT Corp,4430,26884L
EPR Properties,EPR Properties,65710,26884U
EQT Midstream Partners LP,EQT Midstream Partners LP,170748,26885B
Era Group Inc,Era Group Inc,187766,26885G
ESS Technology Inc,ESS Technology Inc,61396,269151
EXCO Resources Inc,EXCO Resources Inc,7422,269279
EXX Inc,EXX INC,9319,269282
EVI Industries Inc,Evi Industries Inc,7295,26929N
E-Z-EM Inc,E-Z-EM Inc,4162,269305
Eagle Bancorp Montana Inc,Eagle Bancorp Montana Inc,133764,26942G
Eagle Ford Oil & Gas Corp,Eagle Ford Oil & Gas Corp,187540,269519
Eagle Materials Inc,Eagle Materials Inc,30032,26969P
Eagle Broadband Inc,Eagle Broadband Inc.,65686,27002R
EaglePicher Inc,Eagle-Picher Inc,4168,270039
EarthCare Co,Earthcare Co,110645,27031N
Earthstone Energy Inc,Earthstone Energy Inc-OLD,2073,27032D
Dynamic Offshore Resources LLC,Dynamic Offshore Resources Inc,188156,27094H
East West Bancorp Inc,East West Bancorp Inc,118042,27579R
EastGroup Properties Inc,EastGroup Properties Inc.,4193,277276
Eastman Chemical Co,Eastman Chemical Co,29392,277432
Eastman Kodak Co,Eastman Kodak Co,4194,277461
Eastside Distilling Inc,Eastside Distilling Inc,18398,277802
Eaton Vance Corp,Eaton Vance Corp.,4201,278265
eBay Inc,eBay Inc.,114524,278642
Ebix Inc,Ebix Inc,13480,278715
Echo Automotive Inc,Echo Automotive Inc,170784,278750
EchoStar Corp,EchoStar Corp,179202,278768
Eclipsys Corp,Eclipsys Corp,113270,278856
Ecogen Inc,Ecogen Inc,13483,278864
Ecolab Inc,Ecolab Inc.,4213,278865
eCom eCom.com Inc,Ecom Ecom.com Inc,65817,27889U
ECOtality Inc,Ecotality Inc,165710,27922Y
EDEN Bioscience Corp,EDEN Bioscience Corp,140024,279445
Edgewater Technology Inc,Edgewater Technology Inc,63667,280358
eDiets.com Inc,eDiets.com Inc,136646,280597
Edwards Lifesciences Corp,Edwards Lifesciences Corp,133366,28176E
Efactor Group Corp,EFactor Group Corp,19098,28201T
8point3 Energy Partners LP,8point3 Energy Partners LP,23287,282539
El Capitan Precious Metals Inc,El Capitan Precious Metals Inc,148151,282812
8x8 Inc,8x8 Inc,65021,282914
EP Energy LLC,EP Energy Corp,18660,28333W
El Paso Corp,El Paso Corp,4242,28336L
El Paso Pipeline Partners LP,El Paso Pipeline Partners LP,178863,283702
Med-IQ LLC,Mediq Inc,7216,28401Z
Elanco Animal Health Inc,Elanco Animal Health Inc,33955,28414H
Elcom International Inc,Elcom International Inc,61755,284434
Eldorado Resorts Inc,Eldorado Resorts LLC,128218,28470R
Eldorado Resorts LLC,Eldorado Resorts LLC,128218,28470Y
Electronic Arts Inc,Electronic Arts Inc,16721,285512
Electronic Data Systems Corp,Electronic Data Systems Corp,5074,285661
Ellie Mae Inc,Ellie Mae Inc,186955,28849P
Ellora Energy Inc,Ellora Energy Inc,174938,28906K
Embarq Corp,Embarq Corp,174130,29078E
Emclaire Financial Corp,Emclaire Financial Corp,64193,290828
EMCORE Corp,EMCORE Corp,64637,290846
Emdeon Corp,Emdeon Inc,175903,290849
eMerge Interactive Inc,eMerge Interactive Inc,129118,29088W
Emergent Biosolutions Inc,Emergent BioSolutions Inc,176022,29089Q
Emerson Electric Co,Emerson Electric Co.,4321,291011
Emerge Energy Services LP,Emerge Energy Services LP,17628,29102H
Emergent Capital LP,Emergent Capital Inc,185416,29103Z
Emmaus Life Sciences Inc,Emmaus Life Sciences Inc,35472,29137T
Emmis Communications Corp,Emmis Communications Corp,15337,291525
Empire of Carolina Inc,Empire of Carolina Inc,4335,292007
En Pointe Technologies Inc,En Pointe Technologies Inc,62811,29247F
Enbridge Energy Partners LP,Enbridge Energy Partners LP,24810,29250R
Encompass Services Corp,Encompass Services Corp.,65795,29255U
Encore Acquisition Co,Encore Acquisition Co.,142382,29255W
Endeavor Acquisition Corp,Endeavor Acquisition Corp,165816,292577
Endeavour International Corp,Endeavour International Corp,146137,29259G
Energy Conversion Devices Inc,Energy Conversion Devices Inc,4352,292659
Energizer Holdings Inc,Energizer Holdings Inc,23083,29266R
Energy Fuels Inc,Energy Fuels Inc,107712,292671
Energy Focus Inc,Energy Focus Inc,30614,29268T
Energy & Exploration Partners,Energy & Exploration Partners Inc,14387,29270R
EnerJex Resources Inc,EnerJex Resources Inc,183144,292758
Engage Inc,Engage Inc,122137,292827
Engelhard Corp,Engelhard Corp,4371,292845
Engility Holdings Inc,Engility Holdings Inc,12413,29285W
EnLink Midstream Partners LP,EnLink Midstream Partners LP,150277,29336U
EnPro Industries Inc,EnPro Industries Inc.,148950,29355X
Enron Corp,Enron Corp,6127,293561
Enova International Inc,Enova International Inc,189517,29357K
Entegris Inc,Entegris Inc,137573,29362U
Enterasys Networks Inc,Enterasys Networks Inc,15354,293637
Entercom Communications Corp,Entercom Communications Corp.,117902,293639
Enterprise GP Holdings LP,Enterprise GP Holdings LP,164668,293716
Enterprise Products Partners,Enterprise Products Partners LP,112876,293792
Entrade Inc,Entrade Inc,1781,29382L
EntrePort Corp,Entreport Corp,117323,29382U
Viskase Cos Inc,Viskase Cos Inc,4412,294037
Envestnet Inc,Envestnet Inc,184576,29404K
Enviva Partners LP,Enviva Partners LP,23296,29414J
Equalnet Communications Corp,Equalnet Communications Corp,31597,294408
